,song_name,lyrics,stop_word_count,word_count,line_count,words_per_line,number_of_unique_words,duration,playcount,genre,rating
259,Brand New World,"Watch go world today
Watch try blow past away
Watch laugh watch cry
Watch fall watch fly
Cause Im living brand new world
And think Im another girl
But Im living day time
And keeping mine
Someday Im gonna fly

Watch catch star pin down
Watch live another time around
Watch doubt things I love
Watch find Im proud of
Cause Im living brand new world
And think Im another girl
But Im living day time
And keeping mine
Someday Im gonna fly

And I may break wings
And fall flat shattered heart
And I may hit ground
But I never fall apart
Cause Im living brand new world
And think Im another girl
But Im living day time
And keeping mine
Im living brand new world
And think Im another girl
But Im living day time
And keeping mine
Someday Im gonna fly
",62,176,31,5.67741935483871,52,0,2434,"['indie', 'country', 'rhymes girl with world', ' alternative', ' acoustic']",4.111486486486487
260,Breathless,"Here now
Fresh war
Back edge time
And were
Stripped bone
I thought youd want know

That feel world crashing
All around feet
Come running headlong arms
Breathless
Ill never judge you
I love you
Come running headlong
Into arms
Breathless
Breathless

Lay guns
Too weak run
Nothing harm here
Your precious heart
Broken scarred
Somehow made through
I ask wont go again

When feel world crashing
All around feet
Come running headlong arms
Breathless
Ill never judge you
I love you
Come running headlong
Into arms
Breathless

Im glad see smiling
So good hear laugh
I think youve found even
Missed yourself
Im asking I think that
Truth told
Oh youll never go again
Again again

When feel world crashing
All around feet
Come running headlong arms
Breathless
Ill never judge you
I love you
Come running headlong
Into arms
Breathless
Breathless

When feel world crashing
Come running arms
",71,170,52,3.269230769230769,76,231000,43530,"['pop', 'country', 'cover', 'own', 'female vocalist']",5.745017817077999
261,Brought Up That Way,"Emily comes home school
Grabs onto daddys hand
He says Baby girl whats wrong you
She says Please dont make go back again

She said I wish way make stop it
So drives principals office
And says

I didnt bring could cut down
I didnt bring could shut out
I live whole damn life see little girls smile
So tears pouring sweet face
She wasnt brought way

Emilys home late again
He sees boy drive away
Oh somethings different time
She doesnt much say

She said He tried theres things I wont do
And tears said I couldnt you
And said

I didnt bring could wear down
Take innocent heart turn inside out
I live whole damn life see little girls smile
So dont let nobody take away
You werent brought way

The phone rings rainy night says Its officer Tate
He said Sir theres accident
You better come right away
A drunken driver missed overpass
And Emily shes fading fast

He says God I didnt bring watch lay down
Nearly killed day put momma ground
Only thing kept alive little girls smile
So please dont take away
It wont easy taking today
She wasnt brought way

He stands hospital bed
Emily opens eyes
",93,261,37,7.054054054054054,128,0,17435,"['country', 'tswizzle', 'guitar', 'Unreleased', 'demo']",7.473210458636948
262,By The Way,"I catch breath
When I saw across room
Holding hand
Id never guessed
That starting would look good you
But I am
Still believing might come day
Well pick left off

And way
Your eyes dancing
Id say chances getting slim
By way
My hearts still breaking
Its gonna take love again
So many things I forgot say
By way

I shouldve let know
All ways made feel alive
I guess late
So Ill get coat
And make way breezy night
Give one last wave
Maybe youll drop youre doing
And come say
Im looking good

But way
Your eyes dancing
Id say chances getting slim
By way
My hearts still breaking
Its gonna take love again
So many things I forgot say

By way
You still look amazing
And I mustve crazy let get away
By way
If ever wondered
Still got old number case
I still miss you
And I still love you
By way
By way oh
",74,193,42,4.595238095238095,93,0,5281,[],6.301909307875895
263,Can I Go With You,"Any day theyre talking war
I see look thats eyes
Theyre talking week two
Oh daddy I go you
Oh daddy I go you

You pack suitcase take picture wall
I always knew time would come
When I ask long think youre gonna be
You say crazy worlds come undone

Summers leaves begin fall
And another winters way
I knew I wasnt gonna take well
But Id give anything today

Everyday theyre talking war
And I know time like never before
Were talking week two

Oh daddy I go you
Oh daddy I go you
Oh daddy I go you
",46,128,19,6.7368421052631575,60,0,5597,['taylor swift'],4.18937125748503
264,Can't Stop Loving You,"So youre leaving morning early train
I could say everythings alright
And I could pretend say goodbye
Got ticket
Got suitcase
Got leaving smile
I could say thats way goes
And I could pretend wont know
That I lying

Cause I cant stop loving you
No I cant stop loving you
No I wont stop loving you
Why I

We took taxi station word said
And I saw walk across road
For maybe last time I dont know
Im feeling humble
I heard rumble
On railway tracks
And I hear whistle blow
Ill walk away wont know
That I crying

Cause I cant stop loving you
No I cant stop loving you
No I wont stop loving you
Why I

And Ill always side
Cause I never wanted say goodbye
And Ill always change change mind

And Ill always side
And I never wanted say goodbye
And Ill always change change mind

So youre leaving morning early train
And I could say everythings alright
I could pretend say goodbye
But would lying

Cause I cant stop loving you
No I cant stop loving you
No I wont stop loving you
Why I

And Ill always side
And I never wanted say goodbye
And Ill always change change mind

Cause I cant stop
Ill always side
I never wanted say goodbye
Ill always change change mind

Why I
Why I even try
Ill always side
I didnt wanna say goodbye
So I even try
",90,282,52,5.423076923076923,73,0,6064,"['cover', 'dream pop']",16.891364902506965
265,Carolina,"O Carolina creeks
Running veins
Lost I born
Lonesome I came
Lonesome Ill always stay

Carolina knows
Why years I roam
Free birds
Light whispers
Carolina knows

And didnt see here
No never see here

And shes dreams
Into mist clouds
Dont leave
I make fist I make count
And places I never ever go
And things Carolina ever know

Carolina stains
On dress left
Indelible scars
Pivotal marks
Blue life fled

Carolina pines
Wont cover me
Hide like robes
Down back road
Muddy webs weave

And didnt see here
No never see me

And shes dreams
Into mist clouds
Dont leave
I make fist I make count
And places I never ever go
And things Carolina ever know

And didnt see here
They never see here
No didnt see here
They never saw me

O Carolina knows
Why years theyve said
That I guilty sin
And sleep liars bed
But sleep comes fast
And Ill meet ghosts
Its me
The sand sea
Carolina knows
",68,185,49,3.7755102040816326,85,264000,19485,"['pop', 'country', 'acoustic', 'Carolina', 'lyrically brilliant']",7.316935786706722
266,Check Out This View,"I dont need lot theres one thing love taught me
Its never expect much
Dont need believable touch
I need you
I need you

Dont need mine I found mine
Why wasting time

You dont know missed
I look eyes like this
And front me
Seeing everything I see looking you
Check view

Think quiet beach
Think waves crash down
Think summers eve
No offense aint got nothing
You walk room
In light dark
Well nothing shadows are

And dont know missed
I look eyes like this
You front me
Seeing everything I see looking you
Check view

I look outside window
Everyday see something new
But I ever wanted window looking you
At you

You dont know missed
I look eyes like this
You front me
Seeing everything I see looking you

You dont know missed
I look eyes like this
You front me
Seeing everything I see looking you
Check view
",79,196,37,5.297297297297297,68,0,2935,[],4.5859375
267,Christmas Tree Farm,"My winter nights taken static
Stress holiday shopping traffic
But I close eyes Im somewhere else
Just like magic

In heart Christmas tree farm
Where people would come
To dance sparkling lights
Bundled mittens coats
And cider would flow
And I wanna tonight

Sweet dreams holly ribbon
Mistakes forgiven
And everything icy blue
And would too

Under mistletoe
Watching fire glow
And telling I love you
Just arms
Takes back little farm
Where every wish comes true

In heart Christmas tree farm
Theres light barn
Wed run inside cold
In town kids dreaming sleighs
And theyre warm theyre safe
They wake see blanket snow

Sweet dreams holly ribbon
Mistakes forgiven
And everything icy blue
And would too

Under mistletoe
Watching fire glow
And telling I love you
Just arms
Takes back little farm
Where every wish comes true
Baby yeah

And Im feeling alone
You remind home
Oh baby baby Merry Christmas
And world isnt fair
Ill pretend there
Baby baby Merry Christmas
To you

Under mistletoe To you
Watching fire glow
And telling I love you

Baby baby Merry Christmas
Oh baby baby Merry Christmas
Darling
Baby baby Merry Christmas
I love you

Oh baby baby Merry Christmas
Oh baby baby Merry Christmas
I want know
Oh baby baby Merry Christmas
May every wish come true
",83,244,57,4.280701754385965,105,228000,1579879,"['christmas', 'pop', '2019', 'soul', 'rnb']",6.836521069348404
268,Closest To A Cowboy,"I drive around town
In Mustang top down
And six running horses hood
Well thats good enough me
Dont need real thing
Thats another thing
For try tame
Dont know I could
It might break me
I thought little while
Every sunset Id riding him

Snap buttons denim shirt
Blue jeans little dirt
Thats closest youll see me
Feet hanging pickup truck
Crazy little rough
Running free
Thats closest cowboy
Youll see me

Before I met him
I sane grounded
Before taught lie
And crawl window
I learned dirt roads
And I got heart broken
Cause cowboy taught cry
And let go
I thought little while
Every sunset Id riding him

Snap buttons denim shirt
Blue jeans little dirt
Thats closest youll see me
Feet hanging pickup truck
Crazy little rough
Running free
Thats closest cowboy
Youll see me

It little
Wonderful strange
But Ill never look
At sunset night

Snap buttons denim shirt
Blue jeans little dirt
Thats closest youll see me
Feet hanging pickup truck
Crazy little rough
Running free
Sitting fishing river bank
Swimming water tank
Thats closest youll see me
Feet hanging pickup truck
Crazy little rough
Running free
Thats closest cowboy
Youll see me
",97,242,55,4.4,92,0,7962,['taylor swift'],5.290365448504984
269,Crazier,"Id never gone wind
Just let flow
Let take wants go
Til open door
Theres much more
Id never seen before

I trying fly I couldnt find wings
But came along changed everything

You lift feet ground
You spin around
You make crazier crazier
Feels like Im falling I lost eyes
You make crazier crazier crazier

Ive watched distance
As made life own
Every sky kind blue
And I wanted know
How would feel
And made real

You showed something I couldnt see
You opened eyes made believe

You lift feet ground
You spin around
You make crazier crazier
Feels like Im falling I lost eyes
You make crazier crazier crazier

Baby showed living for
I dont wanna hide anymore

You lift feet ground
You spin around
You make crazier crazier
Feels like Im fallin I lost eyes
You make crazier crazier crazier
Crazier crazier
",71,183,34,5.382352941176471,76,192000,1390638,"['taylor swift', 'country', 'Love', 'pop', 'female vocalists']",8.08693831740918
270,Cross My Heart,"Ive counting days and
Ive patient
About little thing called love
Crossing fingers
Letting heart linger
Trying get help above
I dont want jinx luck
Ive left behind me
And Ive hoping every day
That someday find me

So I cross heart hope you
Knock wood rope moon
Ill pray hope Im right
And I wait around old wishing well
You never know time tell
I cross heart hope tonight

Dreaming baby
Ive thinking maybe
There something I do
Cause Ive verge of
Running around circles
Baby I want you

I dont want jinx luck
Ive left behind me
And Ive hoping every day
That someday find me

So I cross heart hope you
Knock wood rope moon
Ill pray hope Im right
And I wait around old wishing well
You never know time tell
I cross heart hope tonight

Do believe miracles
Please tell youve seen one
Id like know go
Because I think I need one

So I cross heart hope you
Knock wood rope moon
Ill pray hope Im right
And I wait around old wishing well
You never know time tell
I cross heart hope tonight

So I cross heart hope you
Knock wood rope moon
Ill pray hope Im right
And I wait around old wishing well
You never know time tell
I cross heart hope tonight
",116,291,48,6.0625,83,0,3462,['Unreleased'],4.531413612565445
271,Dark Blue Tennessee,"He said I got nice new apartment
In city wouldnt hated that
Im getting broken heart left with
He hangs phone whispers back

Missing like sweet sorrow
Wont come back me
Ill today tomorrow
In dark blue Tennessee

He lying said moved LA
Hes hiding side town
With head hands shes 7 miles away
Hes staring window puts picture saying

Missing like sweet sorrow
Wont come back me
Ill today tomorrow
In dark blue Tennessee

She almost called night wrote
These simple words goodbye note

Missing like sweet sorrow
Wont come back me
Ill today tomorrow
In dark blue Tennessee

In dark blue Tennessee
",72,154,23,6.695652173913044,64,187000,33262,"['taylor swift', 'tswizzle', 'country', 'Unreleased', '<3']",11.146782841823056
272,Didn't They,"She walks school arms crossed
Its another day
At 10 oclock hears screaming
Then finally sees them
Its scary things change

And I saw story news
I saw footage roof
I sat cried

Didnt call you
Didnt need bad enough
Was reason Im aware of
Did write down
Just one thing do
Where you
And didnt pray too

He kissed wife goodbye
And took earliest flight
So could home night
To put kids sleep
Down aisle three men walked said
Were die God
He stood said Thats funny
Cause God died me

I put magazine down
I read words loud
I sat cried

Didnt call you
Didnt need bad enough
Was reason Im aware of
Did write down
Just one thing do
Where you
And didnt pray too

The taxis pulled day of
They rode 100 floors come back down
They never thought theyd see day
That towers flames
There nothing left say came down

And didnt call you
Didnt need bad enough
Was reason Im aware of
Did write down
Just one thing do
Where Where you
And didnt pray too

I walk school I wear cross
Im counting every day
",98,244,47,5.191489361702128,111,0,4458,"['Unreleased', 'taylor swift']",5.686224489795919
273,Don't Hate Me For Loving You,"My momma stood across room
Face face never eye eye
Recalling words said
The battle swore
Wed never fight
Breaking pieces every lie
A tear came eye
And said

Dont walk away now
And dont rip heart out
Dont block tonight
Honey you
And dont hate loving you

He walked around life
And made blind
With every single move
He caught staring him
Mad him
Little I knew 
Love different
When play fool
And I wanna say

Dont walk away now
And dont rip heart out
Dont make cry tonight
Like always do
And dont hate loving you

I slammed door
Sat floor
Cried bed
Said there
Do even care
To cross head
But someone said

Dont turn away now
And dont rip heart out
Things meant happen like this
I know right you
And dont hate loving you

I looked sky
Face face finally
Eye eye
",59,166,42,3.9523809523809526,95,0,3560,[],4.623376623376624
274,Down Came The Rain,"Here mind sky looks same
On every day loved me
When started home started rain
You put coat around me
We stood road
You held close
But ever let go

Down came rain
Lightning thunder
We tried vain
To hold other
Winds change blew away me
Right right I feel skin
The bitter sting couldve been
Just love like burning flame
Down came rain

In window I see you
Im soaked skin youre warm dry
I guess storm you
But look tears eyes
I stood like ghost
As held close
And I let go

Down came rain
Lightning thunder
We tried vain
To hold other
Winds change blew away me
Love like changes are
Every kiss gave scar
Just love like burning flame
Down came rain

All I need move fast
But I want back
And keeps falling

Down came rain
Lightning thunder
We tried vain
To hold other
Winds change blew away me
Right right I feel skin
The bitter sting couldve been
Just love like burning flame
Down came rain

Down came rain
",116,247,45,5.488888888888889,87,0,150,[],2.6315789473684212
275,Drops Of Jupiter,"Spoken You know guys lot amazing bands part world know that

Well hes back atmosphere
With drops Jupiter hair hey hey
He walks like summer talks like rain
Reminds theres time change hey hey
Since return stay moon
He listens like spring talks like June hey hey 

Tell sail across sun
Did make Milky Way see lights faded
That heaven overrated 

Tell fall shooting star
One without permanent scar
And miss looking 

Well hes back soul vacation
Chasing way constellation hey hey
He checks Mozart taebo
Reminds theres room grow hey hey 

Well hes back atmosphere
Im afraid might think plain ol Jane
Told story man afraid fly never land 

Tell wind sweep feet
Did finally get chance dance along light day
Head back Milky Way
And tell Venus blow mind
Was everything wanted find
And miss looking there

Can imagine love pride deepfried chicken
Your best friend always sticking even I know youre wrong
Can imagine first dance freeze dried romance fivehour phone conversation
The best soy latte ever me

Tell wind sweep feet
Did finally get chance dance along light day
Head back Milky Way
And tell fall shooting star
One without permanent scar
And miss looking yourself

Na na na na na na na na na na na na naaa oh oh ohhh
Na na na na na na na na na na na na naaa oh oh ohhh

Can imagine love pride deepfried chicken
Your best friend always sticking even I know youre wrong
Can imagine first dance freeze dried romance fivehour phone conversation
The best soy latte ever me
",166,394,42,9.380952380952381,136,315000,41715,['cover'],8.78580454928391
276,Eyes Open,"Everybodys waiting
Everybodys watching
Even youre sleeping
Keep eyeyes open

The tricky thing
Is yesterday children
Playing soldiers
Just pretending
Dreaming dreams happy endings
In backyards winning battles wooden swords
But weve stepped cruel world
Where everybody stands keeps score

Keep eyes open

Everybodys waiting break down
Everybodys watching see fallout
Even youre sleeping sleeping
Keep eyeyes open
Keep eyeyes open
Keep eyeyes open

So two steps ahead staying guard
Every lesson forms new scar
They never thought youd make far
But turn around turn around oh theyve surrounded you
Its showdown showdown nobody comes save now
But youve got something dont
Yeah youve got something dont
Youve gotta keep eyes open

Everybodys waiting break down
Everybodys watching see fallout
Even youre sleeping sleeping
Keep eyeyes open
Keep eyeyes open
Keep eyeyes

Keep feet ready
Heartbeat steady
Keep eyes open
Keep aim locked
The night goes dark
Keep eyes open

Keep eyeyes open
Keep eyeyes open
Keep eyeyes open
Keep eyeyes open

Everybodys waiting break down
Everybodys watching see fallout
Even youre sleeping sleeping

Keep eyeyes open
Keep eyeyes open
Keep eyeyes open
Keep eyeyes open
Keep eyeyes open
",66,205,51,4.019607843137255,90,244000,1010090,"['pop', 'country', 'taylor swift', 'Soundtrack', 'female vocalists']",6.529980282509617
277,Eyes Open (Taylor's Version),"Everybodys waiting
Everybodys watching
Even youre sleeping
Keep eyes open

The tricky thing
Is yesterday children
Playing soldiers pretending
Dreaming dreams happy endings
In backyards
Winnin battles wooden swords
But weve stepped cruel world
Where everybody stands keeps score

Keep eyes open

Everybodys waitin break down
Everybodys watchin see fallout
Even youre sleepin sleepin
Keep eyes open

Keep eyes open
Keep eyes open

So are
Two steps ahead stayin guard
Every lesson forms new scar
They never thought youd make far
But turn around Turn around
Oh theyve surrounded showdown Showdown
And nobody comes save now
But got somethin dont
Yeah got somethin dont

You gotta keep eyes open

Everybodys waitin break down
Everybodys watchin see fallout
Even youre sleepin sleepin
Keep eyes open

Keep eyes open
Keep eyes

Keep feet ready heartbeat steady
Keep eyes open
Keep aim locked night goes dark
Keep eyes open
Keep eyes open
Keep eyes open
Keep eyes open
Keep eyes open

Everybodys waitin break down
Everybodys watchin see fallout
Even youre sleepin sleepin
Keep eyes open

Keep eyes open
Keep eyes open
Keep eyes open
Keep eyes open
",70,205,51,4.019607843137255,92,243000,397794,"['pop rock', 'Soundtrack', 'pop', 'rock', 'country']",4.489216914378576
278,Fall Back On You,"Isnt funny many times say
Weve drawn line crossed turned page
And moved on
Thats thought
But I old car
Having another old browneyed thought
Uh oh uh oh

I wont tell nobody
I wont tell friends
Well drive road til one ends
And well tell things like I need you

You me
Baby do
I finally see
There people come back to
So fall back me
Ill fall back you

We always let someone come between
Talk around truth never say mean
Look wasted time

You wont tell nobody
I wont tell friends
Well drive road pray doesnt end
And well tell things like I love you

You me
Baby do
I finally see
There people come back to
So fall back me
Ill fall back you

Maybe well last
Maybe wont
Maybe well stop talking Ill haunt like ghost
But maybe belong me

You me
Baby do
I finally see
There people come back to
So fall back me
Baby Ill fall back you
Fall back me
Baby baby Ill fall back you
Fall back ooh ooh
Fall back you
",84,223,44,5.068181818181818,83,0,3620,[],4.55919395465995
279,Firefly,"Someone struck match night
All I could see I
I captivated
A perfect little dream inside head
And reality crept erased it

For I thought I could hold you
But temporary high

Firefly drew you
Your beauty shines lights sky
And dont know you
I wish I could keep firefly
Firefly

Something beautiful free
Was never meant caged in
I thought I hand
I tried catch I cant
Chase wind

And I reach touch you
I remind meant fly

Firefly drew you
Your beauty shines lights sky
And dont know you
I wish I could keep firefly
Firefly

I like think Id wanted
Not even enough

Firefly drew you
Your beauty shines lights sky
And dont know you
I wish I could keep you
I wish I could keep firefly
Firefly
",76,176,32,5.5,64,0,3739,[],4.9003931847968545
280,For You,"It wouldve nice see coming
But wouldve ruined surprise
It wouldve nice picture perfect world
But truth would hurt eyes
It wouldve good there
And every time always would
Everything seems picture perfect time
And nothing seems blur

Its hard see picture drop hits ground
Its nice know youre youre helping down
But always I needed
You would always see clearly
And never looking thank you
Im saying one you

Wouldve cool never fall down
But I never wouldve seen
The power isnt picture perfect person
You told better things come between

Its hard see picture drop hits ground
Its nice know youre youre helping down
But always I needed
You would always see clearly
And never looking thank you
Im saying one saying one saying one you

It wouldve nice see coming
But wouldve ruined surprise
It wouldve nice picture perfect world
But truth would hurt eyes

But always I needed
You would always see clearly
And never looking thank you
Im saying one you
",93,228,32,7.125,58,217000,3132,[],4.2439024390243905
281,Gracie,"My names Gracie
Ill five May
Kind scared cause
Ive never plane
My mama says itll alright
Cause Im going see daddy tonight
And says that

Theres whole lot good people heaven
And I dont wanna get soon
And I know theres God I met him
And I see Im looking you
There aint accidents do

My names Heather
Guess flight
Dont mind Gracie
She could talk night
Shes finally well enough travel
Doctor says shes clear
Shes hospital
Since beginning year

Theres whole lot good people heaven
And I dont wanna get soon
And I know theres God I met him
And I see Im looking you
There aint accidents do

James T Johnson
Thats daddys name
Hes overseas
Itll year today
He never talked scared phone
He said Gracie come take on

Theres whole lot good people heaven
And I dont wanna get soon
And I know theres God I met him
And I see Im looking you
There aint accidents do

And people meet
As go rain
There accidents do
",99,234,39,6.0,88,226000,1636,[],3.760919540229885
282,Her,"Shes real pretty youre brunette
Looks good without makeup on
Green eyes kind thing
Uh huh
Shes spontaneous aint afraid anything
Shes jealous type
Shes type give diamond ring

And I came along walked out
Picking pieces til Ive figured out

Theres girl want
Shes everything I not
And cant stop thinking her
Theres thin little line
And like cross every time
When cant stop thinking her

She came really small town
She liked watch football you
Well Id learn football wanted to
Uh huh
Shes really good babies shed great mother
She said I really meet sometime
Uh huh

Its getting old I wonder youve seen
The favorite conversations killing me

Theres girl want
Shes everything I not
And cant stop thinking her
Theres thin little line
And like cross every time
When cant stop thinking her

Dont know I 40 school
",61,174,31,5.612903225806452,88,0,295,[],2.892156862745098
283,Honey Baby,"I think every single evening
As I lay awake night
I try think try walk away youme in
And I say

Honey baby dont anything crazy around us
Say everything fine
Oh honey baby oh
How blame me
When I say I wanna make mine
Cause everybody else world driving crazy
Except honey baby
Oh

Flying high I see smiling
As walk drives
Take hand take breath away
Cause make feel like flying

Honey baby dont anything crazy around us
Say everything fine
Oh honey baby oh
How blame me
When I say I wanna make mine
Cause everybody else world driving crazy
Except honey baby

Oh everything Ill ever need
Oh everything I wanna be
Drive crazy baby
All I really wanna say is

Honey baby dont anything crazy around us
Say everything fine
Oh honey baby oh
How blame me
When I say I wanna make mine
Cause everybody else world driving crazy
Except honey baby
",59,184,34,5.411764705882353,62,170000,3000,[],4.497751124437781
284,Hopelessly Devoted To You,"Guess mine first heart broken
My eyes first cry
Im first know
Theres getting you

You know Im fool whos willing
To sit around wait you
But baby cant see
Theres nothing else do
Im hopelessly devoted you

But theres nowhere hide
Since pushed love aside
Im head
Hopelessly devoted you
Hopelessly devoted you
Hopelessly devoted you

My head saying Fool forget him
My heart saying Dont let go
Hold til end
And thats I intend do
Im hopelessly devoted you

But theres nowhere hide
Since pushed love aside
Im head
Hopelessly devoted you
Hopelessly devoted you
Hopelessly devoted you
",49,124,26,4.769230769230769,53,0,6309,[],5.9518867924528305
285,I Heart ?,"Wish I concentrated
They said love complicated
But something I fell into
And overrated
But look I created
I keep life black blue
Before ask Im alright
Think I ooh yeah

Wake smell breakup
Fix heart put makeup
Another mess I didnt plan
And Ill bet thought beat me
Wish could see
I got I heart question mark
Written back hand

Ill fine walk by
But talk why
You wrong I right
But I cant believe made me
Sit home cry like baby
Wait right phone every night

And ask I
Theres I
Remember put through

I wake smell breakup
Fix heart put makeup
Another mess I didnt plan
And Ill bet thought beat me
Wish could see
I got I heart question mark
Written back hand

And youre home alone night
Youll still wonder why
You took everything I oh baby
I havent thought I
Theres I
And I know someday will

Wake smell breakup
Realize wont makeup
It didnt go way planned
And youll know didnt beat me
When look see
I got I heart question mark written back hand

Written back hand
An I heart question mark yeah
Written back hand
",113,262,46,5.695652173913044,96,0,145183,"['country', 'female vocalists', 'Love', 'breakup', 'girl power']",8.826250835917078
286,I Knew You Were Trouble (Music-Video Version),"I think  I think over
It comes back flashes know
Its like kaleidoscope memories
It comes back But never does
I think part knew second I saw would happen
Its really anything said anything did
It feeling came along it
And crazy thing I dont know Im ever gonna feel way again
But I dont know I should
I knew world moved fast burned bright
But I thought devil pulling toward someone looks much like angel smiles you
Maybe knew saw me
I guess I lost balance
I think worst part wasnt losing him
It losing me

Once upon time mistakes ago
I sights got alone
You found found found me
I guess didnt care I guess I liked that
And I fell hard took step back
Without without without me

And hes long gone hes next me
And I realize blame me

Cause I knew trouble walked in
So shame now
Flew places Id never been
Til put oh
I knew trouble walked in
So shame now
Flew places Id never been
Now Im lying cold hard ground
Oh oh trouble trouble trouble
Oh oh trouble trouble trouble

No apologies Hell never see cry
Pretends doesnt know hes reason why
Youre drowning youre drowning youre drowning
Now I heard moved whispers street
A new notch belt Ill ever be
And I see I see I see

He long gone met me
And I realize joke yeah

I knew trouble walked in
So shame now
Flew places Id never been
Til put oh
I knew trouble walked in
So shame now
Flew places Id never been
Now Im lying cold hard ground
Oh oh trouble trouble trouble
Oh oh trouble trouble trouble

And saddest fear comes creeping in
That never loved anyone anything yeah

I knew trouble walked in
So shame now
Flew places Id never been
Til put oh
I knew trouble walked right right there
So shame now
Flew places Id never been
Now Im lying cold hard ground
Oh oh trouble trouble trouble
Oh oh trouble trouble trouble

I knew trouble walked in
Trouble trouble trouble
I knew trouble walked in
Trouble trouble trouble

I dont know know lose are
",198,495,68,7.279411764705882,145,,,[],
287,I Knew You Were Trouble (Remix),"Taylor Swift
Once upon time mistakes ago
I sights got alone
You found found found meeeeee
I guess didnt care I guess I liked that
And I fell hard took step back
Without without without meeeee

And hes long gone
When hes next me
And I realize blame me

Cause I knew trouble walked in
So shame now
Flew places Id never been
Until put oh
I knew trouble walked in
So shame now
Flew places Id never been
Now Im lying cold hard ground
Oh oh trouble trouble trouble
Oh oh trouble trouble trouble

Sammy Adams
Double platinum wherever go
Shout French Torino
Met Vegas Im casino
Red lips hard miss
Whats wrong promiscuous
And I teach bad bad things it
Dont need get intimate yet
Slow I know youre thinking met
But girl I got remedy important chemistry
Good girl gone bad much Kennedy
So say say sold souls couple hits
Id rather live life gold perfect chick
Cause one moment breathless youre hoping
That youll feel way way
Sparks glowing cute face sharp smile oh man
I havent crushed hard quite awhile oh dang
And I could care less youre famous
We gon make perfect couple
Cause first name Big last name Trouble

Taylor Swift
Cause I knew trouble walked in
So shame now
Flew places Id never been
Until put oh
I knew trouble walked in
So shame now
Flew places Id never been
Now Im lying cold hard ground
Oh oh trouble trouble trouble
Oh oh trouble trouble trouble

And saddest fear comes creeping in
That never loved anyone anything yeah

Cause I knew trouble walked in
So shame now
Flew places Id never been
Until put oh
I knew trouble walked in
So shame now
Flew places Id never been
Now Im lying cold hard ground
Oh oh trouble trouble trouble
Oh oh trouble trouble trouble
I knew trouble walked in
Trouble trouble trouble
I knew trouble walked in
Trouble trouble trouble
",156,418,67,6.2388059701492535,148,0,4435,[],7.594178082191781
288,I Know What I Want,"I like music loud
I like windows down
So I scream
I like trucks little
Bigger rest
So I see
Dont try me
Dont fight me
You Ill me

They say Ive always known
What I wanted
My friends enemies
Will tell true
You find out
I always get it
I know I want
And aint you

Your mom daddys walls
Are covered pictures you
You never met mirror
That didnt look into
So sorry dont worry
Im sure many girls
Who love like do

They say Ive always known
What I wanted
My friends enemies
Will tell true
You find out
I always get it
I know I want
And aint you

Oh baby dont persuade me
I know aint used no
So let say real slow

They say Ive always known
What I wanted
My friends enemies
Will tell true
You find out
I always get it
I know I want
And aint you

They say Ive always known
What I wanted
My friends enemies
Will tell true
You find out
I always get it
I know I want
And aint you
",53,187,51,3.6666666666666665,73,0,9269,"['Unreleased', 'taylor swift']",5.311747851002865
289,I Used To Fly,"I I used fly
Didnt matter Id been
Cause Id seen sky
I wanna tell why
But somehow I know I
Would break cry

I know cant see here
But I alone
Im lying invisible arms
And I wont alone tonight

You know I would die
Before I let see me
See cry
Please dont leave tonight
Oh let slowly
Show light

I know cant see here
But I alone
Im lying invisible arms
And I wont alone tonight

Oh let think Im strong
Please dont bring down
I need tonight

I know cant see here
But I alone
Im lying invisible arms
And I wont alone tonight

I I used fly
Didnt matter Id been
Cause Id seen sky
",40,131,30,4.366666666666666,49,194000,1603,[],3.807600950118765
290,I Want You Back,"Ooh baby give one chance
Ill show I love you
Oh wont please let me
Back heart

Oh darling I blind let go
Let go baby
Now I see arms

I want back
I want back
I want back

I want backI want back oohooh baby

I want back
I want back
I want back

Ohwhoaoh

Ooh baby give one chance
Ill show I love you
Wont please let me
Back heart
Oh darling I blind let go
Let go baby
Now I see arms
I want back
I want back
Oohooh baby
",40,109,25,4.36,31,83000,26589,[],8.17619926199262
291,I Wished On A Plane,"Throwing pennies fountain
When youre standing mountain
Its kind hard aim

Like tree carved names in
There must explanation
Guess didnt get enough rain
I need reasons youre leaving

Well I guess I wished plane
I thought star
I guess wrote paper
Wasnt written heart
Couldve sworn said loved me
I guess I heard wrong
And I guess I wished plane
That I thought star

Diving deep end
Honestly believed youd there
When I jumped in
Guess aint territory
We perfect love story
Except ending
Nothing comes true
When comes oh

Well I guess I wished plane
I thought star
I guess wrote paper
Wasnt written heart
Couldve sworn said loved me
I guess I heard wrong
And I guess I wished plane
That I thought star

The night cloudy
Its fault
I couldnt see

And I guess I wished plane
I thought star
Guess wrote paper
Wasnt written heart
Couldve sworn said loved me
I guess I heard wrong
And I guess I wished plane
That I thought star

Throwing pennies fountain
When youre standing mountain
Its kind hard aim
",87,224,45,4.977777777777778,74,200000,3275,[],4.830383480825959
